Percentage of Weights pruned,Test Accuracy
0,94.17639827904118
tensor(20.0007),94.5797480024585
tensor(36.0009),94.63352796558081
tensor(48.8013),94.84480639213275
tensor(59.0416),94.74492931776275
tensor(67.2337),94.84480639213275
tensor(73.7874),94.55285802089735
tensor(79.0303),94.51828518746159
tensor(83.2246),94.66425937307929
tensor(86.5803),94.60279655808235
tensor(89.2647),94.45682237246466
tensor(91.4123),94.43761524277812
tensor(93.1303),92.72049784880146
tensor(94.5046),92.71281499692685
tensor(95.6043),92.25568531038721
tensor(96.4841),92.5937307928703
tensor(97.1879),92.67824216349108
tensor(97.7508),92.30562384757222
tensor(98.2013),91.9560540872772
tensor(98.5614),92.02519975414873
tensor(98.8498),91.03411186232329
tensor(99.0803),90.71911493546403
tensor(99.2648),89.71650276582666
